Date,Close,High,Low,Open,Volume,VIX,AI_Regime_Score,AI_Stock_Sentiment,News_Sentiment,News_Confidence
2023-01-03,14.300683975219727,14.981003655234762,14.081903121676092,14.836148204062967,401277000,,0.0,,0.0,0.0
2023-01-04,14.73425006866455,14.838146156406989,14.226758666083303,14.552432867835895,431324000,,0.0,0.0,0.0,0.0
2023-01-05,14.250733375549316,14.549434120901816,14.133849812431897,14.476507176700567,389168000,,0.0,0.0,0.0,0.0
2023-01-06,14.844141006469727,14.994990027309514,14.019966208080364,14.459525782981146,405044000,,0.0,0.0,0.0,0.0
2023-01-09,15.612370491027832,16.03994193956856,15.125857081198152,15.268714667138873,504231000,,0.0,0.0,-0.6,0.9
2023-01-10,15.89309024810791,15.9460367412462,15.456527005264633,15.491491850303234,384101000,,0.0,0.0,-0.6,0.9
2023-01-11,15.984997749328613,16.011971174963055,15.547436042925577,15.824159457593446,353285000,,0.0,0.2227035120344607,-0.6,0.9
2023-01-12,16.494487762451172,16.620361206682915,15.476506765719616,16.083899486490765,551409000,,0.0,0.16977418936631716,-0.6,0.9
2023-01-13,16.882102966308594,16.905080685202577,16.148837635119033,16.261723610585914,447287000,,0.0,0.3148966902645971,-0.6,0.9
2023-01-17,17.684295654296875,17.710270626929983,16.88209924852682,16.88209924852682,511102000,,0.0,0.2745813259185068,0.6,0.8
2023-01-18,17.359621047973633,17.855123353381586,17.264714843579952,17.64933001108455,439624000,,0.0,0.2654209576258446,0.6,0.8
2023-01-19,16.748233795166016,17.179802892609352,16.71426930548233,17.018962694085385,452932000,,0.0,0.18454948370287072,0.6,0.8
2023-01-20,17.821163177490234,17.838146377063,16.80817715454958,16.993990087651493,564967000,,0.0,0.09549404482956003,0.6,0.8
2023-01-23,19.17380714416504,19.22575518813864,17.80018219062393,18.045934566497856,655163000,,0.0,0.16086288148446393,0.6,0.9
2023-01-24,19.24573516845703,19.47550662588318,18.80118045535214,18.808173425147835,496204000,,0.0,0.27149510726595727,0.6,0.9
2023-01-25,19.303674697875977,19.350628576512324,18.561417754150824,18.894084898187952,449537000,,0.0,0.17659052355650529,0.6,0.9
2023-01-26,19.782197952270508,20.14583427066666,19.258721787064815,19.681299120426033,489535000,,0.0,0.22397420364533493,0.6,0.9
2023-01-27,20.344636917114258,20.60737443261839,19.385597730575345,19.44253994391752,542142000,,0.0,0.3623025799866939,0.6,0.9
2023-01-30,19.14283561706543,20.119856196776876,19.130846582408306,19.930047598821574,488611000,,0.0,0.2831996671026955,0.6,0.9
2023-01-31,19.51746368408203,19.667313303213437,18.931050789927134,19.150830104290442,498017000,,0.0,-0.0032306079712536295,0.6,0.9
2023-02-01,20.92205810546875,21.170807752513607,19.5913893538845,19.67130927886173,660477000,0.572076525881932,-0.8,0.02823779016458161,0.6,0.9
2023-02-02,21.687286376953125,21.927046101235472,20.679296702842173,20.97899588183488,564276000,0.574027466468471,-0.8,0.1676761997829197,0.6,0.9
2023-02-03,21.07889747619629,21.723252844703303,20.768207695861946,20.978997108875344,429366000,0.568422070762635,-0.8,0.19260634528874077,0.6,0.9
2023-02-06,21.06791114807129,21.54842912938245,20.76521275361375,20.78519321039508,452197000,0.567197291427532,-0.8,0.07218222296848742,0.6,0.9
2023-02-07,22.15082550048828,22.236739935433913,21.12884786869814,21.360616200100747,664150000,0.5669229978057304,-0.8,0.20112752044840176,0.6,0.9
2023-02-08,22.18279266357422,22.85511993042836,21.985989180590057,22.364609852385264,559651000,0.5700555499451415,-0.8,0.26984672383983543,0.6,0.9
2023-02-09,22.314661026000977,22.99697853291516,22.097878989240208,22.58339300958644,523876000,0.5700120482791152,-0.8,0.1205172599894393,0.6,0.9
2023-02-10,21.243730545043945,22.055917123650822,20.79018606002947,21.66830661145846,550737000,0.6121070032628643,-0.8,0.057856445305628945,0.6,0.9
2023-02-13,21.766210556030273,22.025950766178745,20.941036401408137,21.516460573823032,474919000,0.6123581243498043,-0.8,0.015639629068246563,0.6,0.9
2023-02-14,22.948028564453125,23.025949676572004,21.34463219361314,21.556420076698707,675474000,0.6178029749255111,-0.8,0.06629033159017395,0.6,0.9
2023-02-15,22.741233825683594,22.832142420903672,22.08389284711268,22.526448693208266,420575000,0.6122095778183704,-0.8,0.07197953538546642,0.6,0.9
2023-02-16,21.979997634887695,22.52744803558797,21.905071876709787,22.110865240742353,412026000,0.6103662520792524,-0.8,0.05034904040972066,0.6,0.9
2023-02-17,21.366609573364258,21.71825680895327,20.954022522936867,21.609366570739,465888000,0.5982627004169476,-0.8,-0.029994933888830566,0.6,0.9
2023-02-21,20.634342193603516,21.47250184750639,20.597378544387798,20.97899644931204,410015000,0.5635837848625607,-0.8,0.011568498109102432,0.6,0.9
2023-02-22,20.733247756958008,21.082898172560363,20.400580541197964,20.68629577363989,513184000,0.5635831150061639,-0.8,-0.10400233513436974,0.6,0.9
2023-02-23,23.640335083007812,23.864112008367524,23.001974156806483,23.41656006308935,1117995000,0.7416408305891545,-0.8,-0.1930258018700437,0.6,0.9
2023-02-24,23.262710571289062,23.450524180326013,22.924050815235166,23.201772660724565,589716000,0.7458272585105057,-0.8,0.07907233743041564,0.6,0.9
2023-02-27,23.477495193481445,23.856115851316737,23.43054322131306,23.646326795039013,452994000,0.7423488546506051,-0.8,0.11671638529800221,-0.6,0.9
2023-02-28,23.19278335571289,23.801175507716838,23.182793127166743,23.348627491238524,455963000,0.7036282855708826,-0.8,0.19758732548271318,-0.6,0.9
2023-03-01,22.675302505493164,23.232745083054898,22.48549196735542,23.168807999209974,460026000,0.7121494851828144,-0.8,0.24797894094268447,-0.6,0.9
2023-03-02,23.29068374633789,23.356617727044704,22.409565830943126,22.46551148905175,389415000,0.6759723015400936,-0.8,0.18733724415012665,-0.6,0.9
2023-03-03,23.866106033325195,23.876096260572954,23.106865911464638,23.296676418290033,412393000,0.6701865571137808,-0.8,-0.029580912067633358,-0.6,0.9
2023-03-06,23.530447006225586,24.22375134917666,23.463512664360874,23.867109901704033,437429000,0.6626658050307663,-0.8,0.05187662548498073,-0.6,0.9
2023-03-07,23.268661499023438,24.104966338425466,23.22169964405819,23.580402685270712,515154000,0.6651790095593728,-0.8,0.004510857083156239,-0.6,0.9
2023-03-08,24.160921096801758,24.179906326422394,23.4045497011768,23.467497114785473,513573000,0.6548359890379494,-0.8,0.006543254610435145,-0.6,0.9
2023-03-09,23.41653823852539,24.43369248287704,23.363580850091193,24.154922945379216,501257000,0.6671318378567987,-0.8,0.13103407030170366,-0.6,0.9
2023-03-10,22.945932388305664,23.60738338746073,22.70713050905303,23.389563980500274,474866000,0.67225591393407,-0.8,0.010807281877870167,-0.6,0.9
2023-03-13,22.946931838989258,23.278656924288573,22.278488563995207,22.733110719198105,421890000,0.6457833700112677,-0.8,-0.07711133468816866,-0.6,0.9
2023-03-14,24.043018341064453,24.198888939320003,23.440518418628685,23.476489729466003,474910000,0.6603675222485835,-0.8,-0.04959660707524538,-0.6,0.9
2023-03-15,24.207881927490234,24.265832423154546,23.340602676375205,23.741268759575973,524486000,0.6351177509357661,-0.8,0.06655791886211526,-0.6,0.9
2023-03-16,25.519790649414062,25.56675059825911,23.874157083100002,24.007047963864338,583253000,0.6579567765369638,-0.8,0.0038873377799073516,-0.6,0.9
2023-03-17,25.70363998413086,26.37708012413153,25.646686200323746,25.960426557252433,848547000,0.6407512062334014,-0.8,0.17963820180972423,-0.6,0.9
2023-03-20,25.878488540649414,26.00238610210818,25.109127601806946,25.593725398025104,432747000,0.6262097077318544,-0.8,0.24036570396508727,0.6,0.9
2023-03-21,26.17724609375,26.370086636571166,25.35992640091997,26.15826276917553,547408000,0.603644548201661,-0.8,0.2555075094334951,0.6,0.9
2023-03-22,26.44602394104004,27.566093460595848,26.215214841606247,26.403058470135374,797295000,0.6030159785020172,-0.8,0.17753409512984275,0.6,0.9
2023-03-23,27.168420791625977,27.476165594948146,26.66783736695665,27.092483687984217,564889000,0.3780520274511401,-0.3,0.18491018918992586,0.6,0.9
2023-03-24,26.75676155090332,27.144439836382894,26.33311386181286,27.00855309347375,454920000,0.37739341725639525,-0.3,0.12920404911313543,0.6,0.9
2023-03-27,26.508970260620117,26.977580691716717,26.343107731941966,26.814715931188335,361026000,0.3818120257941361,-0.3,0.08194337980322208,0.6,0.9
2023-03-28,26.388065338134766,26.490980433054425,25.828530973046302,26.4250352638106,356104000,0.3778769449386225,-0.3,0.04872631714795528,0.6,0.9
2023-03-29,26.961593627929688,27.055515439693604,26.57491583467265,26.802727159767205,393694000,0.3650913412750033,-0.3,0.016107060584581667,0.6,0.9
2023-03-30,27.360260009765625,27.47616480917353,27.079493220776026,27.206388565387414,364516000,0.3595162694780323,-0.3,0.03899033654655115,0.6,0.9
2023-03-31,27.75393295288086,27.810884824300686,27.082490132563102,27.117460914270833,433933000,0.35511956861024613,-0.3,0.014122220765866444,0.6,0.9
2023-04-03,27.941776275634766,27.97674705699484,27.31329892606636,27.486155591511658,398716000,0.3456744862752215,0.0,0.07453603083321392,0.6,0.9
2023-04-04,27.43020248413086,27.976749146372356,27.284323812201485,27.942776983152683,368592000,0.3520614668522905,-0.3,0.1080997112244022,0.6,0.9
2023-04-05,26.858675003051758,26.975576504462577,26.373078580341303,26.806718144947666,515015000,0.3481532177279635,0.0,0.0789854907998917,0.6,0.9
2023-04-06,27.01454734802246,27.057510906173512,26.405053322399837,26.561922527602437,397654000,0.3206332926776408,0.0,-0.007634461545427129,0.6,0.9
2023-04-10,27.55609893798828,27.598063878336834,26.64685475224009,26.80072620018478,395279000,0.30638125975007896,0.0,-0.025271153243410005,0.6,0.9
2023-04-11,27.146440505981445,27.766925140537275,27.103475037618352,27.700979959709233,314378000,0.3167952972340072,0.0,-0.014256286864168022,0.6,0.9
2023-04-12,26.47300148010254,27.445193150748228,26.426039620920893,27.347274949110663,446259000,0.3022765953273499,0.0,-0.05692807513793263,0.6,0.9
2023-04-13,26.44102668762207,26.86467442012051,26.30713907820163,26.71180158046341,353615000,0.302972844110353,0.0,-0.06979175633735024,0.6,0.9
2023-04-14,26.73577880859375,26.860675005002047,26.198225472529604,26.481990027168322,395660000,0.24187441315150085,0.3,-0.03109969612292729,0.6,0.9
2023-04-17,26.97957992553711,26.983576314494652,26.41105214594061,26.542942510363897,321471000,0.24246932913614896,0.3,-0.020638401660956873,0.6,0.9
2023-04-18,27.644025802612305,28.086658738816173,27.334283752804854,27.510138201217032,604812000,0.2545822840725223,0.0,-0.04184329674157139,0.6,0.9
2023-04-19,27.907804489135742,27.976747432102734,27.2093855674829,27.33827814990457,358660000,0.253833541819761,0.0,0.03665934003548044,0.6,0.9
2023-04-20,27.081491470336914,28.00672306467075,26.977577746060568,27.648020038897844,427713000,0.27771525035520045,0.0,0.10839745618656949,0.6,0.9
2023-04-21,27.096479415893555,27.160427351710336,26.69980973159089,26.929618278406625,345103000,0.26020210363019913,0.0,0.0484447741217755,0.6,0.9
2023-04-24,27.01954460144043,27.34327496276754,26.64885238383688,26.990569353375054,339282000,0.254298969348892,0.0,0.02698261456171691,-0.6,0.9
2023-04-25,26.219209671020508,27.22437484436602,26.20322411553106,27.055514550596037,378527000,0.2742670506231189,0.0,0.0029625869649283487,-0.6,0.9
2023-04-26,26.933616638183594,27.30730663861179,26.682825603237607,26.979579875522322,406337000,0.29062997563025394,0.0,-0.10308311399833481,-0.6,0.9
2023-04-27,27.20339012145996,27.472167737847915,26.60288938694917,27.34027738715415,377161000,0.282502975193971,0.0,-0.06981472522006449,-0.6,0.9
2023-04-28,27.72595977783203,27.734951176667415,27.048521337557332,27.202394701984563,292216000,0.28586583713479746,0.0,0.009002358770126673,-0.6,0.9
2023-05-01,28.88599395751953,29.033871779873245,27.75693310998625,27.8168827543935,570329000,0.3179544032962907,0.0,0.04646215120989128,0.6,0.9
2023-05-02,28.186574935913086,28.812056494254247,28.05968148797479,28.656185891505462,402730000,0.33079843361015054,0.0,0.13815550066521842,0.6,0.9
2023-05-03,27.778913497924805,28.34344486027376,27.449187603389927,27.81688204976608,383387000,0.32814749377145247,0.0,0.15007052383177388,0.6,0.9
2023-05-04,27.53911781311035,27.835870216951793,27.21738464010029,27.628042719288032,321850000,0.3202222866995777,0.0,0.06276890854255646,0.6,0.9
2023-05-05,28.65618133544922,28.731117903890393,27.70797008214086,27.802890497805507,361494000,0.348976688611513,0.0,0.02468278329659679,0.6,0.9
2023-05-08,29.126789093017578,29.195732032286276,28.326455636647413,28.498311768735906,344979000,0.34688472197771986,0.0,0.06710112580924488,0.6,0.9
2023-05-09,28.547271728515625,28.94893830563209,28.426373831725307,28.875000355164328,314869000,0.35075899088526213,-0.3,0.016672103155056295,0.6,0.9
2023-05-10,28.86101531982422,29.08882663839483,28.437367605326653,28.98091460956097,369350000,0.3361701108600094,0.0,0.025593517014582012,0.6,0.9
2023-05-11,28.554269790649414,28.925962552461296,28.22254663595356,28.87200653679025,322149000,0.33994830388634845,0.0,0.07790814583012784,0.6,0.9
2023-05-12,28.316465377807617,28.756100516190692,28.022708903166627,28.505307600656668,274222000,0.34159488668405613,0.0,0.07372436433354368,0.6,0.9
2023-05-15,28.928955078125,28.94494253797439,28.12862158025983,28.484324933585533,293926000,0.3473593980341831,0.0,-0.023709785589704824,0.6,0.9
2023-05-16,29.18874168395996,29.845197623603145,28.808059443130762,28.817050841568992,449405000,0.3392132668781346,0.0,-0.013584333945000804,0.6,0.9
2023-05-17,30.152936935424805,30.173919403634283,29.40555895083751,29.559430384373677,432535000,0.35515316696581345,-0.3,0.044940893935133897,0.6,0.9
2023-05-18,31.651695251464844,31.80157031583205,30.29482308288843,30.38474850266172,748725000,0.36667394223227706,-0.3,0.08952710785009588,0.6,0.9
2023-05-19,31.238040924072266,31.553778528813286,30.890330301104353,31.509814437648227,473908000,0.37350654107985326,-0.3,0.21695007321320015,0.6,0.9
2023-05-22,31.150114059448242,31.493828286869693,30.654525616110014,30.875340877060037,372000000,0.3734976253445477,-0.3,0.20635171143601605,0.6,0.9
2023-05-23,30.66251564025879,31.262017766354816,30.60556376728732,30.974256822059314,356253000,0.3581101004284447,-0.3,0.15355957208442694,0.6,0.9
2023-05-24,30.51263999938965,30.58158294267241,29.781247533939762,30.184911363622657,721419000,0.35345453207881455,-0.3,0.10098235629723673,0.6,0.9
2023-05-25,37.948463439941406,39.447217938255974,36.60457902009647,38.49101183651756,1543911000,0.9136894678091576,-0.8,0.023858575682705663,0.6,0.9
2023-05-26,38.913658142089844,39.137471155324974,37.51881748077454,37.858535295090505,714397000,0.9140501229523386,-0.8,0.3978787321469075,0.6,0.9
2023-05-30,40.07769775390625,41.90318054493991,39.91583350519123,40.56129706980953,923401000,0.9109839165776302,-0.8,0.49142756657973985,0.6,0.9
2023-05-31,37.802581787109375,40.26153667698876,37.79059071532984,39.45520761311079,1002580000,0.9378713210323637,-0.8,0.573197496318647,0.6,0.9
2023-06-01,39.736976623535156,40.01674290011226,38.30816374839411,38.457038285135596,635873000,0.9382905366764267,-0.8,0.46571952742689726,0.6,0.9
2023-06-02,39.294349670410156,40.46637615978603,39.025571992882654,40.06371085972058,482731000,0.9393304665587194,-0.8,0.6046239607146431,0.6,0.9
2023-06-05,39.13846969604492,39.53213967153062,38.6748543493484,38.87668625179113,396094000,0.939334626620071,-0.8,0.07093231759429708,0.6,0.9
2023-06-06,38.62189865112305,39.12747895572034,38.11631834652575,38.797754990174724,388729000,0.9455204492089083,-0.8,0.011554377804019467,0.6,0.9
2023-06-07,37.44775390625,39.470284518759414,37.328840938446405,38.88670945650624,511998000,0.9514836068662077,-0.8,-0.07264883884909845,0.6,0.9
2023-06-08,38.48200225830078,38.835744998272645,37.47773561947334,37.69657436729438,417772000,0.9523416848852082,-0.8,-0.018772679752808275,0.6,0.9
2023-06-09,38.741817474365234,39.682131514283476,38.53896592503453,39.00862167695387,427717000,0.9478801282881556,-0.8,-0.06316405886254994,0.6,0.9
2023-06-12,39.45329284667969,39.50125828347373,38.58992260823452,39.17150019392895,388701000,0.9431869164923384,-0.8,-0.028122730147179142,0.6,0.9
2023-06-13,40.9921760559082,41.07112100095235,39.711110397236205,40.15678529799824,613208000,0.9460322980361804,-0.8,0.016087657646286502,0.6,0.9
2023-06-14,42.96574783325195,42.96874400584985,40.52252155664653,40.794327015832565,740465000,0.9506851642676751,-0.8,0.12274266608155138,0.6,0.9
2023-06-15,42.62199401855469,43.25753327513272,42.116361328067455,42.571032403423146,568622000,0.9549718451912552,-0.8,0.29470359908987787,0.6,0.9
2023-06-16,42.66095733642578,43.68920841570231,42.62997783526068,43.41840556812391,655709000,0.9498527270747873,-0.8,0.21516509107115844,0.6,0.9
2023-06-20,43.776153564453125,43.95802428329941,42.64297902478398,42.966744812657,451153000,0.9438109595059285,-0.8,0.2023209089069593,0.6,0.9
2023-06-21,43.01370620727539,43.583295347445485,42.04941138244555,43.469375994641815,551603000,0.9495936926593678,-0.8,0.21913814568394097,0.6,0.9
2023-06-22,42.99372100830078,43.39442663272672,42.20329572401854,42.22227910485018,417737000,0.9440139338729356,-0.8,0.0986300482614082,0.6,0.9
2023-06-23,42.178314208984375,42.77787649157712,41.98445500064074,42.4331298944521,358140000,0.9499527691678518,-0.8,0.0013021151246985774,0.6,0.9
2023-06-26,40.60246276855469,42.732912892803704,40.070848008649996,42.43013175413964,594322000,0.462476436460156,-0.3,-0.02081928918563336,0.6,0.9
2023-06-27,41.84555435180664,41.90950699852485,40.41859495947549,40.769337698334375,462175000,0.4660451182349376,-0.3,-0.09650484641672397,0.6,0.9
2023-06-28,41.08710861206055,41.81457999808646,40.488545059577945,40.63044011815251,582639000,0.46186027209741193,-0.3,-0.08820323648600126,0.6,0.9
2023-06-29,40.79231262207031,41.56974673435803,40.570473939667465,41.527777459953334,380514000,0.4092187900851178,-0.3,-0.08958063673615624,0.6,0.9
2023-06-30,42.27124786376953,42.51906868482128,41.47083144000187,41.64970217474364,501148000,0.38942177379686993,-0.3,-0.10240604137545772,0.6,0.9
2023-07-03,42.38216018676758,42.86680815864475,42.171315066266786,42.48608466102656,198209000,0.38566241047533445,-0.3,0.004406703137763479,0.6,0.9
